heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s
90,83.5540577993054,,83.44606030968976
91,,84.32803980821753,84.39103834382666
92,85.20101951594401,,85.10202181712967
93,,86.65898562575524,86.73098395216567
95,89.21492621332555,,89.3499230753451
96,,90.52889567031592,90.5198958795146
97,91.07788290919545,,91.06888311839415
98,92.94983939586666,,92.96783897746927
99,93.81381931279184,93.84081868519576,93.96681575641401
100,94.90279399974962,,94.80379630093528
101,,95.67677600866175,95.50577998343698
102,,96.2887617831504,96.18076429353476
105,98.85370216152202,99.01569839594549,99.0336979775481
106,,100.31166827133326,100.392666388545
107,100.83365613780889,101.03165153543756,100.97765279062975
108,102.34562099242794,102.04862789598491,102.23762350281228
110,104.83856304438912,104.78456429958129,104.86556241679303
114,109.46445551625932,,109.29345949103455
115,110.42743313199884,,110.30143606078059
117,,112.61438229671569,112.80337790354307
118,113.95535112610996,,113.93735154450737
119,114.77433208902862,,114.85533020624035
122,117.78926200746542,,117.78926200746542
123,118.50924527156974,118.62624255198669,118.50924527156974
125,120.0302099169901,,120.14720719740704
127,121.54217477160915,,121.4161777003909
128,,122.38815510693172,122.43315406093824
130,123.85512100754426,123.99011786956382,123.90911975235208
131,125.43008439777243,,125.32208690815679
132,126.14106787107545,126.20406640668457,126.0510699630624
134,127.91402665893231,127.76103021531014,127.82402875091927
136,,130.02897749723874,129.9569791708283
139,133.00790825247032,,133.00790825247032
140,133.75489088897854,,133.78189026138244
141,135.2578559527963,,135.0868599275715
144,137.47180448991705,,137.38180658190402
146,139.63175428223,,139.59575511902477
147,,140.42373587274474,140.43273566354603
148,141.0447214380347,,140.86472562200862
149,141.7467051205364,141.79170407454293,141.7737044929403
150,143.21367102114894,,143.25866997515547
151,,144.41964298852366,144.43764257012626
152,144.62663817695366,,144.78863441137713
153,145.4006201858658,,145.24762374224363
154,,146.19260177638054,146.3365984292014
157,148.27155345148174,,148.4335496859052
158,,149.18953211321474,149.3695279292408
159,150.58449968741684,150.53050094260902,150.57549989661553
161,151.9074689352085,152.03346600642675,152.01546642482415
162,153.01444320376888,,152.8524469693454
164,154.81440136402966,154.913399062844,154.94939822604923
165,,156.12837082102004,156.16436998422526
166,,157.01035031954783,157.18134634477258
168,158.5403147557695,158.6213128729812,158.69331119939164
169,160.09727856439505,,160.214275844812
170,,161.58224404661019,161.66324216382193
172,163.74219383892313,,163.77819300212835
173,,164.55217501104048,164.69617166386135
175,,166.72112459415473,166.55912835973126
176,168.10709237755552,,167.9990948879399
177,169.79005325739936,169.78105346659805,169.72705472179024
178,171.23901957640928,171.2570191580119,171.34701706602493
179,171.90500409570578,172.04900074852662,172.09399970253315
180,173.1109760630805,,173.22797334349744
181,175.02793150375823,174.9739327589504,175.15392857497648
182,176.3599005423512,,176.21590388953032
183,,176.47689782276814,176.54889614917857
184,,177.16988171446854,177.25987962248158
185,177.9798628865859,178.03386163139373,177.99786246818852
187,,179.5908254400193,179.72582230203886
